date,nextweek_NZDCHF,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD
2007.12.02,20,-6,-15,3,6,15,-24,12,-18,-8,12,-24,-24,8,12,-30,-4,-3,6,20,30,-10,6,-30,12,-9,30,-30
2007.11.25,8,15,-3,-15,18,12,6,6,24,15,10,4,10,10,-18,18,20,-5,12,2,-12,-12,12,12,12,15,12,1
2007.11.18,10,-16,12,20,-30,12,-20,1,-25,-4,-18,-20,-25,-20,12,-30,18,24,-18,18,30,20,-24,-24,-30,-9,12,-20
2007.11.11,-20,-6,-25,-3,6,25,-20,-2,-30,-9,6,-30,-20,-9,16,-18,25,3,6,30,25,6,-24,-18,5,8,20,-24
2007.11.04,-9,-25,3,15,-36,4,-4,-1,-30,-30,-6,-12,-24,-10,12,-36,5,5,-18,5,18,5,-12,-18,-12,-2,12,-12
2007.10.28,-10,-12,36,12,36,-30,2,-9,30,-2,30,30,-6,-16,-18,36,-20,24,36,-30,6,20,36,18,8,-25,-25,16
2007.10.21,-16,12,-4,3,12,-3,15,15,12,24,-24,12,24,15,2,6,-8,-24,6,4,-24,-18,6,12,18,25,15,3
2007.10.14,15,-25,15,16,-24,-3,-20,-30,-20,-16,-12,-24,-36,-36,3,-18,12,36,-18,12,36,36,-24,-30,-36,-20,-25,25
2007.10.07,-36,24,-9,2,12,-8,3,12,12,24,-18,25,20,30,6,6,-15,-10,12,-8,-3,-15,12,12,24,-4,6,-20
2007.09.30,30,24,-15,-24,36,-8,8,1,25,12,12,30,30,24,-15,36,-15,-15,24,-30,-20,-25,36,30,36,-2,-6,8
2007.09.23,24,-12,15,20,-18,-3,15,8,4,12,6,1,10,4,3,6,12,-15,6,12,-10,-4,6,12,6,16,8,6
2007.09.16,4,-30,4,20,6,-30,15,15,-30,1,24,20,8,10,15,6,-36,-24,18,-30,-10,-12,24,12,18,1,8,-12
2007.09.09,10,2,-15,20,30,-20,8,20,-10,20,30,20,10,30,20,30,-24,-18,30,-20,-10,-24,30,18,36,-9,16,-30
2007.09.02,30,-15,8,12,-18,-3,24,-12,-20,-12,-12,-10,-2,-25,4,-18,4,-30,-18,8,-15,24,-18,-6,-30,24,-20,30
2007.08.26,-25,6,2,-9,-24,6,-16,-25,10,3,-24,2,-9,-30,-6,-24,12,24,-30,3,12,24,-30,-24,-36,-9,-30,25
2007.08.19,-30,-9,24,20,24,-8,15,10,15,12,24,4,15,25,-2,24,15,-24,24,4,-12,-6,18,24,24,15,30,3
